incident_number,opened_at,category,cmdb_ci,state,problem_id
INC2011867,2024-12-23 05:35:15,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2011869,2024-12-23 05:38:13,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2011870,2024-12-23 05:41:32,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2011871,2024-12-23 05:44:32,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2011874,2024-12-23 05:47:19,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2011876,2024-12-23 05:51:36,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2011905,2024-12-23 06:51:02,Network,SAP OMS,Closed Complete,PRB0015466
INC2011907,2024-12-23 06:52:41,Software,SAP Hybris,Closed Complete,
INC2011979,2024-12-23 07:53:07,Software,POS: Payments,Closed Complete,
INC2012038,2024-12-23 08:34:25,Software,vision,Closed Complete,
INC2012039,2024-12-23 09:13:16,Network,SAP OMS,Closed Complete,
INC2012059,2024-12-23 09:30:10,Software,SAP OMS,Closed Complete,
INC2012129,2024-12-23 10:24:58,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2012110,2024-12-23 10:32:29,Software,GK POS,Closed Complete,
INC2012130,2024-12-23 10:54:07,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2012140,2024-12-23 11:07:06,Software,Vision Payments,Closed Complete,PRB0015475
INC2012147,2024-12-23 11:12:34,Software,Skybot,Closed Complete,
INC2012163,2024-12-23 11:28:04,Software,Vision Payments,Closed Complete,PRB0015475
INC2012175,2024-12-23 11:39:22,Software,Vision Payments,Closed Complete,PRB0015475
INC2012187,2024-12-23 11:55:23,Software,Vision Payments,Closed Complete,PRB0015475
INC2012199,2024-12-23 12:07:29,Software,SCCM,Closed Complete,
INC2012267,2024-12-23 13:06:16,Software,Data Domain,Closed Complete,
INC2012253,2024-12-23 13:07:25,Software,SAP CAR PRD CAP/HCP,Closed Complete,
INC2012254,2024-12-23 13:08:21,Software,SAP CAR PRD CAP/HCP,Closed Complete,
INC2012256,2024-12-23 13:08:58,Software,SAP CAR PRD CAP/HCP,Closed Complete,
INC2012257,2024-12-23 13:09:26,Software,SAP CAR PRD CAP/HCP,Closed Complete,
INC2012258,2024-12-23 13:09:51,Software,SAP CAR PRD CAP/HCP,Closed Complete,
INC2012299,2024-12-23 13:56:25,Software,POS Vouchers,Closed Complete,
INC2012365,2024-12-23 16:10:25,Software,Vision Payments,Closed Complete,PRB0015475
INC2012386,2024-12-23 17:07:10,Software,Vision Payments,Closed Complete,PRB0015475
INC2012390,2024-12-23 17:19:27,Software,Vision Payments,Closed Complete,PRB0015475
INC2012398,2024-12-23 17:35:26,Software,Vision Payments,Closed Complete,PRB0015475
INC2012491,2024-12-24 02:16:41,Network,Vision Manual Corrections,Closed Complete,PRB0015470
INC2012492,2024-12-24 02:20:43,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2012493,2024-12-24 02:25:19,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2012494,2024-12-24 02:27:49,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2012496,2024-12-24 02:31:56,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2012497,2024-12-24 02:34:50,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2012499,2024-12-24 02:37:51,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2012500,2024-12-24 02:40:36,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2012501,2024-12-24 02:43:14,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2012502,2024-12-24 02:45:34,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2012503,2024-12-24 02:49:05,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2012510,2024-12-24 03:33:53,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2012512,2024-12-24 03:38:11,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2012513,2024-12-24 03:42:44,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2012514,2024-12-24 03:45:33,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2012515,2024-12-24 03:51:01,Network,SAP OMS,Closed Complete,
INC2012528,2024-12-24 04:48:19,Software,GK POS,Closed Complete,
INC2012529,2024-12-24 04:48:21,Software,,Closed Complete,
INC2012541,2024-12-24 05:50:34,Network,SAP OMS,Closed Complete,PRB0015466
INC2012542,2024-12-24 05:52:47,Software,SAP Hybris,Closed Complete,
INC2012569,2024-12-24 06:41:51,Software,SAP Master Data Repository (MDR),Closed Complete,
INC2012578,2024-12-24 07:10:35,Network,SAP CAR,Closed Complete,
INC2012750,2024-12-24 10:38:00,Software,Vision Missing Orders,Closed Complete,
INC2012766,2024-12-24 11:11:51,Software,GK T+,Closed Complete,
INC2012795,2024-12-24 12:36:04,Software,GK POS,Closed Complete,
INC2012890,2024-12-25 02:00:01,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2012892,2024-12-25 02:04:56,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2012893,2024-12-25 02:07:56,Software,SAP OMS,Closed Complete,PRB0015527
INC2012894,2024-12-25 02:10:23,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2012895,2024-12-25 02:13:45,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2012899,2024-12-25 02:18:28,Software,GK POS,Closed Complete,PRB0015543
INC2012907,2024-12-25 03:01:39,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2013156,2024-12-26 05:31:49,Software,Store Point of Sale (POS),Closed Complete,
INC2013100,2024-12-26 05:59:20,Network,SAP OMS,Closed Complete,PRB0015466
INC2013182,2024-12-26 07:07:12,Software,GK POS,Closed Complete,
INC2013303,2024-12-26 08:33:37,Software,GK Launchpad,Closed Complete,
INC2013301,2024-12-26 09:31:58,Software,GK POS,Closed Complete,
INC2013367,2024-12-26 10:39:03,Network,SAP ECC,Closed Complete,
INC2013368,2024-12-26 10:42:23,Network,SAP ECC,Closed Complete,
INC2013371,2024-12-26 10:45:22,Network,SAP ECC,Closed Complete,
INC2013373,2024-12-26 10:46:58,Software,Vision Missing Orders,Closed Complete,
INC2013377,2024-12-26 10:49:13,Software,Mulesoft API,Closed Complete,
INC2013379,2024-12-26 10:51:25,Software,SAP ECC,Closed Complete,
INC2013381,2024-12-26 10:53:08,Network,SAP ECC,Closed Complete,
INC2013417,2024-12-26 11:34:32,Software,Salesforce: Appointments ,Closed Complete,
INC2013448,2024-12-26 12:10:14,Software,POS: Alert Center,Closed Complete,
INC2013458,2024-12-26 12:19:29,Software,Vision Payments,Closed Complete,PRB0015475
INC2013513,2024-12-26 13:54:26,Software,Vision Manual Order,Closed Complete,
INC2013514,2024-12-26 13:57:11,Software,Vision Payments,Closed Complete,PRB0015475
INC2013516,2024-12-26 14:00:00,Software,Vision Payments,Closed Complete,PRB0015475
INC2013520,2024-12-26 14:10:51,Software,Vision Payments,Closed Complete,PRB0015475
INC2013522,2024-12-26 14:13:51,Software,Vision Payments,Closed Complete,PRB0015475
INC2013542,2024-12-26 14:31:11,Software,Vision Payments,Closed Complete,PRB0015475
INC2013550,2024-12-26 14:47:05,Software,Vision Payments,Closed Complete,PRB0015475
INC2013551,2024-12-26 14:50:36,Software,Vision Payments,Closed Complete,PRB0015475
INC2013748,2024-12-26 14:56:26,Software,Store Point of Sale (POS),Closed Complete,
INC2013560,2024-12-26 15:09:04,Software,Vision Payments,Closed Complete,PRB0015475
INC2013561,2024-12-26 15:15:42,Software,Vision Payments,Closed Complete,PRB0015475
INC2013563,2024-12-26 15:18:34,Software,GK POS,Closed Complete,
INC2013574,2024-12-26 15:41:45,Software,Amazon Web Services (AWS),Closed Complete,
INC2013578,2024-12-26 15:43:11,Software,POS Customer Service List (CSL),Closed Complete,
INC2013599,2024-12-26 16:19:02,Software,Vision Payments,Closed Complete,PRB0015475
INC2013622,2024-12-26 17:32:40,Software,SAP OMS,Closed Complete,
INC2013669,2024-12-27 03:11:10,Software,GK POS,Closed Complete,
INC2013670,2024-12-27 03:45:10,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2013671,2024-12-27 03:54:49,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2013672,2024-12-27 04:00:06,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2013673,2024-12-27 04:03:48,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2013674,2024-12-27 04:08:43,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2013676,2024-12-27 04:12:00,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2013680,2024-12-27 05:10:07,Software,GK POS,Closed Complete,
INC2013681,2024-12-27 05:10:09,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2013682,2024-12-27 05:10:12,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2013683,2024-12-27 05:10:15,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2013684,2024-12-27 05:10:17,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2013685,2024-12-27 05:10:19,Software,GK Launchpad,Closed Complete,
INC2013686,2024-12-27 05:10:22,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2013706,2024-12-27 06:17:33,Software,SAP Hybris,Closed Complete,
INC2013720,2024-12-27 06:26:04,Network,SAP CAR,Closed Complete,
INC2013890,2024-12-27 09:21:36,Software,Mulesoft API,Closed Complete,
INC2014021,2024-12-27 10:23:42,Software,GK Launchpad,Closed Complete,
INC2014028,2024-12-27 11:41:14,Software,GK POS,Closed Complete,
INC2014040,2024-12-27 12:05:16,Software,GK Launchpad,Closed Complete,
INC2014068,2024-12-27 13:35:47,Software,kafka,Closed Complete,
INC2014153,2024-12-27 15:44:53,Software,Vision Payments,Closed Complete,
INC2014181,2024-12-27 16:25:33,Software,GK Launchpad,Closed Complete,
INC2014299,2024-12-28 07:09:19,Software,GK POS,Closed Complete,
INC2014632,2024-12-29 02:10:39,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2014633,2024-12-29 02:13:38,Software,GK POS,Closed Complete,PRB0015543
INC2014634,2024-12-29 02:13:41,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2014635,2024-12-29 02:13:42,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2014639,2024-12-29 02:39:04,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2014640,2024-12-29 02:39:06,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2014641,2024-12-29 02:41:01,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2014642,2024-12-29 02:45:50,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2014759,2024-12-30 03:06:54,Software,Hybris,Closed Complete,PRB0015632
INC2014761,2024-12-30 03:10:19,Network,SAP OMS,Closed Complete,
INC2014763,2024-12-30 03:14:23,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2014764,2024-12-30 03:17:26,Software,Hybris,Closed Complete,
INC2014765,2024-12-30 03:20:20,Software,Hybris,Closed Complete,
INC2014766,2024-12-30 03:23:07,Software,Hybris,Closed Complete,
INC2014767,2024-12-30 03:25:36,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2014768,2024-12-30 03:28:55,Software,Hybris,Closed Complete,
INC2014769,2024-12-30 03:32:33,Software,Vision Payments,Closed Complete,PRB0015475
INC2014770,2024-12-30 03:35:44,Software,Hybris,Closed Complete,
INC2014771,2024-12-30 03:48:02,Software,Hybris,Closed Complete,
INC2014772,2024-12-30 03:52:01,Software,Vision Missing Orders,Closed Complete,
INC2014816,2024-12-30 05:57:16,Network,SAP OMS,Closed Complete,PRB0015466
INC2014817,2024-12-30 05:58:57,Software,SAP Hybris,Closed Complete,
INC2014937,2024-12-30 07:19:57,Software,Unknown,Closed Complete,
INC2014909,2024-12-30 07:25:47,Software,SAP ERP Central Component (ECC),Closed Complete,PRB0015548
INC2015009,2024-12-30 08:21:25,Hardware,Realtek Card Reader,Closed Complete,
INC2015042,2024-12-30 09:04:40,Software,GK POS,Closed Complete,
INC2015049,2024-12-30 09:09:02,Software,GK POS,Closed Complete,
INC2015054,2024-12-30 09:14:17,Software,vision,Closed Complete,
INC2015132,2024-12-30 10:26:00,Software,GK POS,Closed Complete,
INC2015142,2024-12-30 10:52:39,Network,SAP OMS,Closed Complete,PRB0015465
INC2015175,2024-12-30 11:40:51,Software,GK POS,Closed Complete,
INC2015188,2024-12-30 11:57:24,Software,GK POS,Closed Complete,
INC2015189,2024-12-30 11:57:25,Software,Vision Payments,Closed Complete,PRB0015475
INC2015290,2024-12-30 15:11:39,Software,POS Employee Maintenance,Closed Complete,
INC2015346,2024-12-30 17:07:15,Software,GK POS,Closed Complete,
INC2015426,2024-12-31 02:45:55,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2015427,2024-12-31 02:48:02,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2015428,2024-12-31 03:01:08,Software,Vision Missing Orders,Closed Complete,PRB0015471
INC2015429,2024-12-31 03:05:53,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2015453,2024-12-31 05:58:23,Software,GK POS,Closed Complete,
INC2015454,2024-12-31 05:58:25,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2015455,2024-12-31 05:58:28,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2015463,2024-12-31 05:58:28,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2015456,2024-12-31 05:58:31,Software,GK POS,Closed Complete,
INC2015457,2024-12-31 05:58:33,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2015458,2024-12-31 05:58:36,Software,GK POS,Closed Complete,
INC2015460,2024-12-31 06:02:08,Network,SAP OMS,Closed Complete,PRB0015466
INC2015461,2024-12-31 06:03:48,Software,SAP Hybris,Closed Complete,
INC2015466,2024-12-31 06:08:33,Software,GK POS,Closed Complete,
INC2015468,2024-12-31 06:14:46,Software,GK POS,Closed Complete,
INC2015594,2024-12-31 07:33:20,Hardware,TXS_28ZEB1,Closed Complete,
INC2015591,2024-12-31 08:09:03,Software,vision,Closed Complete,PRB0015522
INC2015708,2024-12-31 11:24:25,Software,SAP Fiori,Closed Complete,
INC2015794,2024-12-31 14:18:04,Software,Vision Payments,Closed Complete,PRB0015475
INC2015800,2024-12-31 14:28:02,Software,Vision Payments,Closed Complete,PRB0015475
INC2015813,2024-12-31 14:36:46,Software,Vision Payments,Closed Complete,PRB0015475
INC2015818,2024-12-31 14:38:18,Hardware,vision,Closed Complete,
INC2015840,2024-12-31 15:58:35,Software,Vision Payments,Closed Complete,PRB0015475
INC2016031,2025-01-01 15:42:35,Software,Vision Payments,Closed Complete,PRB0015475
INC2016032,2025-01-01 15:54:26,Software,Vision Payments,Closed Complete,PRB0015475
INC2016033,2025-01-01 16:03:55,Software,Vision Payments,Closed Complete,PRB0015475
INC2016034,2025-01-01 16:11:46,Software,Vision Payments,Closed Complete,PRB0015475
INC2016035,2025-01-01 16:19:04,Software,Vision Payments,Closed Complete,PRB0015475
INC2016036,2025-01-01 16:49:04,Software,Vision Payments,Closed Complete,PRB0015475
INC2016057,2025-01-01 19:46:17,Software,Vision Payments,Closed Complete,PRB0015475
INC2016058,2025-01-01 19:54:55,Software,Vision Payments,Closed Complete,PRB0015475
INC2016060,2025-01-01 20:03:40,Software,Vision Payments,Closed Complete,PRB0015475
INC2016062,2025-01-01 20:14:25,Software,Vision Payments,Closed Complete,PRB0015475
INC2016066,2025-01-01 20:22:36,Software,Vision Payments,Closed Complete,PRB0015475
INC2016067,2025-01-01 20:32:24,Software,Vision Payments,Closed Complete,PRB0015475
INC2016139,2025-01-02 03:02:04,Software,Hybris,Closed Complete,PRB0015470
INC2016140,2025-01-02 03:06:16,Software,Hybris,Closed Complete,PRB0015470
INC2016141,2025-01-02 03:09:09,Software,Hybris,Closed Complete,
INC2016142,2025-01-02 03:11:55,Software,Vision Manual Corrections,Closed Complete,PRB0015556
INC2016162,2025-01-02 04:48:52,Software,Vision Update After Final,Closed Complete,
INC2016194,2025-01-02 06:11:14,Network,SAP OMS,Closed Complete,PRB0015466
INC2016196,2025-01-02 06:12:27,Software,SAP Hybris,Closed Complete,
INC2016237,2025-01-02 06:48:36,Software,SAP Fiori,Closed Complete,
INC2016277,2025-01-02 07:23:04,Software,Skybot,Closed Complete,
INC2016278,2025-01-02 07:23:06,Software,Skybot,Closed Complete,
INC2016279,2025-01-02 07:23:07,Software,Skybot,Closed Complete,
INC2016325,2025-01-02 08:01:29,Software,Store Point of Sale (POS),Closed Complete,
INC2016414,2025-01-02 09:32:48,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2016555,2025-01-02 11:47:32,Software,POS Invoices,Closed Complete,
INC2016580,2025-01-02 12:06:24,Software,GK POS,Closed Complete,
INC2016672,2025-01-02 15:47:36,Software,Skybot,Closed Complete,
INC2016740,2025-01-02 19:24:50,Software,Vision Payments,Closed Complete,PRB0015475
INC2016741,2025-01-02 19:26:51,Software,Skybot,Closed Complete,
INC2016745,2025-01-02 19:36:11,Software,Vision Payments,Closed Complete,PRB0015475
INC2016746,2025-01-02 19:42:39,Software,Vision Payments,Closed Complete,PRB0015475
INC2016747,2025-01-02 19:47:08,Software,Vision Payments,Closed Complete,PRB0015475
INC2016748,2025-01-02 19:57:10,Software,Vision Payments,Closed Complete,PRB0015475
INC2016752,2025-01-02 20:10:41,Software,Vision Payments,Closed Complete,PRB0015475
INC2016754,2025-01-02 20:17:19,Software,Vision Payments,Closed Complete,PRB0015475
INC2016826,2025-01-03 03:13:32,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2016832,2025-01-03 03:16:07,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2016828,2025-01-03 03:17:38,Software,GK POS,Closed Complete,PRB0015543
INC2016829,2025-01-03 03:17:41,Software,GK POS,Closed Complete,
INC2016830,2025-01-03 03:17:43,Software,GK POS,Closed Complete,PRB0015543
INC2016831,2025-01-03 03:17:46,Software,GK POS,Closed Complete,PRB0015543
INC2016834,2025-01-03 03:19:23,Software,Vision Payments,Closed Complete,PRB0015776
INC2016835,2025-01-03 03:22:23,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2016837,2025-01-03 03:24:57,Software,Vision Missing Orders,Closed Complete,PRB0015471
INC2016855,2025-01-03 04:26:28,Software,GK POS,Closed Complete,PRB0015543
INC2016856,2025-01-03 04:32:51,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2016857,2025-01-03 04:37:10,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2016858,2025-01-03 04:40:55,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2016859,2025-01-03 04:46:40,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2016893,2025-01-03 06:10:04,Network,SAP OMS,Closed Complete,PRB0015466
INC2016894,2025-01-03 06:11:38,Software,SAP Hybris,Closed Complete,
INC2016908,2025-01-03 06:34:12,Software,Vision Payments,Closed Complete,PRB0015475
INC2016971,2025-01-03 07:14:51,Hardware,Printer Profile Management,Closed Complete,
INC2017100,2025-01-03 09:25:18,Hardware,Zebra GK420t Label,Closed Complete,
INC2017143,2025-01-03 10:04:14,Software,vision,Closed Complete,PRB0015661
INC2017177,2025-01-03 11:07:12,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2017206,2025-01-03 11:53:58,Software,GK POS,Closed Complete,
INC2017235,2025-01-03 12:30:44,Software,Active Directory and DNS,Closed Complete,
INC2017252,2025-01-03 12:48:19,Software,GK POS,Closed Complete,
INC2017288,2025-01-03 13:49:03,Software,Vision Payments,Closed Complete,PRB0015475
INC2017339,2025-01-03 14:52:05,Software,Vision Payments,Closed Complete,PRB0015475
INC2017342,2025-01-03 14:56:16,Software,Vision Payments,Closed Complete,PRB0015475
INC2017349,2025-01-03 15:02:45,Software,Vision Payments,Closed Complete,PRB0015475
INC2017352,2025-01-03 15:07:31,Software,Vision Payments,Closed Complete,PRB0015475
INC2017355,2025-01-03 15:15:40,Software,Vision Payments,Closed Complete,PRB0015475
INC2017381,2025-01-03 16:10:10,Software,Vision Payments,Closed Complete,PRB0015475
INC2017384,2025-01-03 16:17:59,Software,Vision Payments,Closed Complete,PRB0015475
INC2017394,2025-01-03 16:20:23,Software,GK POS,Closed Complete,
INC2017387,2025-01-03 16:24:08,Software,Vision Payments,Closed Complete,PRB0015475
INC2017390,2025-01-03 16:28:28,Software,Vision Payments,Closed Complete,PRB0015475
INC2017480,2025-01-04 02:45:41,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2017484,2025-01-04 02:49:09,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2017481,2025-01-04 02:49:11,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2017482,2025-01-04 02:49:14,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2017483,2025-01-04 02:49:16,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2017587,2025-01-04 08:21:01,Software,Vision Payments,Closed Complete,PRB0015475
INC2017628,2025-01-04 09:28:54,Software,Vision Payments,Closed Complete,PRB0015475
INC2017656,2025-01-04 10:43:53,Software,Printer Profile Management,Closed Complete,
INC2017719,2025-01-04 13:46:23,Software,Skybot,Closed Complete,
INC2017731,2025-01-04 14:01:20,Software,Skybot,Closed Complete,
INC2017735,2025-01-04 14:16:59,Software,Skybot,Closed Complete,
INC2017743,2025-01-04 14:32:02,Software,Skybot,Closed Complete,
INC2017751,2025-01-04 14:46:15,Software,Skybot,Closed Complete,
INC2017755,2025-01-04 15:01:48,Software,Skybot,Closed Complete,
INC2017761,2025-01-04 15:16:48,Software,Skybot,Closed Complete,
INC2017766,2025-01-04 15:32:26,Software,Skybot,Closed Complete,
INC2017774,2025-01-04 15:47:08,Software,Skybot,Closed Complete,
INC2017780,2025-01-04 16:01:22,Software,Skybot,Closed Complete,
INC2017786,2025-01-04 16:16:39,Software,Skybot,Closed Complete,
INC2017794,2025-01-04 16:32:16,Software,Skybot,Closed Complete,
INC2017796,2025-01-04 16:47:42,Software,Skybot,Closed Complete,
INC2017800,2025-01-04 17:03:06,Software,Skybot,Closed Complete,
INC2017805,2025-01-04 17:18:14,Software,Skybot,Closed Complete,
INC2017807,2025-01-04 17:33:39,Software,Skybot,Closed Complete,
INC2017808,2025-01-04 17:47:10,Software,Skybot,Closed Complete,
INC2017810,2025-01-04 18:01:13,Software,Skybot,Closed Complete,
INC2017811,2025-01-04 18:16:22,Software,Skybot,Closed Complete,
INC2017817,2025-01-04 18:31:39,Software,Skybot,Closed Complete,
INC2017819,2025-01-04 18:46:55,Software,Skybot,Closed Complete,
INC2017821,2025-01-04 19:01:42,Software,Skybot,Closed Complete,
INC2017822,2025-01-04 19:17:10,Software,Skybot,Closed Complete,
INC2017825,2025-01-04 19:31:19,Software,Skybot,Closed Complete,
INC2017829,2025-01-04 20:03:04,Software,Skybot,Closed Complete,
INC2017835,2025-01-04 20:17:10,Software,Skybot,Closed Complete,
INC2017836,2025-01-04 20:31:38,Software,Skybot,Closed Complete,
INC2017837,2025-01-04 20:46:44,Software,Skybot,Closed Complete,
INC2017839,2025-01-04 21:01:16,Software,Skybot,Closed Complete,
INC2017840,2025-01-04 21:16:42,Software,Skybot,Closed Complete,
INC2017843,2025-01-04 21:31:28,Software,Skybot,Closed Complete,
INC2017844,2025-01-04 21:46:28,Software,Skybot,Closed Complete,
INC2017847,2025-01-04 22:02:06,Software,Skybot,Closed Complete,
INC2017850,2025-01-04 22:16:19,Software,Skybot,Closed Complete,
INC2017855,2025-01-04 22:31:27,Software,Skybot,Closed Complete,
INC2017858,2025-01-04 22:46:25,Software,Skybot,Closed Complete,
INC2017860,2025-01-04 23:01:14,Software,Skybot,Closed Complete,
INC2017869,2025-01-04 23:16:49,Software,Skybot,Closed Complete,
INC2017883,2025-01-05 01:14:43,Software,GK POS,Closed Complete,
INC2017884,2025-01-05 01:15:51,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2017900,2025-01-05 05:18:26,Software,SAP ERP Central Component (ECC),Closed Complete,
INC2017914,2025-01-05 07:10:46,Software,Skybot,Closed Complete,
INC2017915,2025-01-05 07:10:47,Software,Skybot,Closed Complete,
INC2017999,2025-01-06 00:48:57,Software,,Closed Complete,
INC2018016,2025-01-06 03:31:45,Network,SAP CAR,Closed Complete,
INC2018017,2025-01-06 03:32:14,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2018018,2025-01-06 03:37:17,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2018019,2025-01-06 03:51:03,Software,SAP OMS,Closed Complete,
INC2018020,2025-01-06 03:54:55,Software,SAP OMS,Closed Complete,
INC2018021,2025-01-06 03:57:43,Software,SAP OMS,Closed Complete,
INC2018023,2025-01-06 04:00:57,Software,SAP OMS,Closed Complete,
INC2018022,2025-01-06 04:01:06,Software,Hybris 1.2,Closed Complete,PRB0015587
INC2018025,2025-01-06 04:03:26,Software,SAP OMS,Closed Complete,
INC2018027,2025-01-06 04:09:10,Software,SAP OMS,Closed Complete,
INC2018028,2025-01-06 04:11:00,Software,Vision Manual Corrections,Closed Complete,PRB0015849
INC2018030,2025-01-06 04:15:09,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2018050,2025-01-06 04:54:55,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2018051,2025-01-06 05:34:28,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2018054,2025-01-06 05:36:38,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2018110,2025-01-06 06:41:48,Network,SAP OMS,Closed Complete,PRB0015466
INC2018122,2025-01-06 06:56:43,Software,SAP Hybris,Closed Complete,
INC2018162,2025-01-06 07:31:47,Software,Hybris 1.2,Closed Complete,
INC2018319,2025-01-06 09:27:55,Software,vision,Closed Complete,
INC2018604,2025-01-06 15:07:07,Software,POS: Product Browse,Closed Complete,PRB0015522
INC2018641,2025-01-06 16:07:57,Software,GK Launchpad,Closed Complete,
INC2018744,2025-01-06 22:47:06,Software,GK POS,Closed Complete,
INC2018769,2025-01-07 02:29:10,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2018770,2025-01-07 02:30:56,Software,Vision Missing Orders,Closed Complete,PRB0015837
INC2018772,2025-01-07 02:39:31,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2018773,2025-01-07 02:52:19,Software,Vision Missing Orders,Closed Complete,
INC2018776,2025-01-07 03:02:20,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2018777,2025-01-07 03:08:26,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2018778,2025-01-07 03:08:28,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2018782,2025-01-07 03:09:50,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2018783,2025-01-07 03:09:52,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2018789,2025-01-07 03:19:50,Network,SAP OMS,Closed Complete,PRB0015465
INC2018868,2025-01-07 07:12:52,Software,Work Order Management (WOM),Closed Complete,PRB0015531
INC2018866,2025-01-07 07:13:48,Network,SAP OMS,Closed Complete,PRB0015466
INC2018872,2025-01-07 07:16:37,Software,SAP Hybris,Closed Complete,
INC2019000,2025-01-07 08:39:14,Software,GK POS,Closed Complete,PRB0015544
INC2019037,2025-01-07 09:05:10,Software,Vision Service Now Order Updates,Closed Complete,PRB0015715
INC2019145,2025-01-07 11:03:19,Software,Vision Manual Corrections,Closed Complete,PRB0015470
